71 79 62 63 77 43 72 79 29 6 80 99 49 50 2 32 17 18 61 76 91 51 29 19 20 97 74 68 50 93 73 36 86 30 45 54 20 76 30 82 61 17 8 43 97 68 24 23 27 4 75 90 75 41 59 69 79 52 74 74 81 68 87 82 18 11 63 10 7 50 65 42 3 55 95 74 66 10 82 9 63 74 73 8 2 0 51 72 20 62 22 56 43 41 13 70 18 99 96 85 
86 98 35 32 42 24 65 15 27 89 35 27 17 6 74 26 16 46 24 26 98 37 86 0 62 33 16 42 9 79 43 27 0 41 86 91 4 54 76 10 60 23 7 81 71 7 31 89 49 18 99 46 81 93 67 7 46 33 66 59 65 78 95 3 56 6 74 7 91 21 51 30 20 46 38 42 29 79 0 52 51 22 38 99 53 22 100 45 57 0 100 61 42 65 70 39 69 27 46 54 
91 96 42 2 67 55 51 34 25 67 96 20 38 47 100 59 44 91 55 60 18 91 72 12 83 27 26 79 2 40 11 9 12 29 96 73 70 8 15 84 15 72 29 46 46 23 5 80 34 74 86 52 26 78 2 42 63 38 97 20 95 35 93 7 55 76 86 20 17 29 34 26 9 0 37 21 32 44 95 47 77 30 55 44 55 78 97 27 52 40 50 3 89 67 47 58 26 48 64 77 
74 7 94 98 25 26 100 53 61 42 70 44 78 39 28 88 14 44 17 77 67 50 61 36 92 50 41 23 91 67 29 16 31 20 88 24 37 43 9 8 1 6 90 68 79 60 1 42 76 44 19 39 52 99 70 66 53 81 52 39 49 0 31 88 30 58 20 3 38 55 4 66 95 17 73 51 64 10 48 7 39 0 70 28 66 72 66 87 79 11 30 5 45 8 17 66 1 60 24 87 
89 75 95 81 1 89 74 37 26 58 3 82 62 51 36 81 53 99 63 23 89 74 70 49 33 59 85 73 53 18 39 6 95 3 49 24 96 86 15 67 37 79 88 21 64 65 44 78 40 91 37 29 51 82 42 98 5 36 80 7 41 5 31 47 69 75 65 16 59 98 36 34 91 77 76 63 28 7 81 55 87 3 77 49 29 8 60 87 26 59 60 89 41 41 39 37 91 38 52 35 
63 56 92 2 70 64 1 21 73 13 74 62 73 97 74 60 74 24 85 32 8 89 4 100 36 55 64 74 3 54 37 68 31 56 48 93 39 60 14 7 9 5 8 31 32 16 59 69 64 85 7 2 100 82 80 86 8 36 61 72 61 14 38 5 87 67 33 82 54 100 28 95 86 87 82 61 31 36 97 77 80 85 0 96 15 84 58 29 99 100 3 67 18 67 25 27 48 74 93 73 
62 93 92 47 26 51 51 46 51 21 12 0 13 50 75 31 92 11 62 11 87 91 23 70 41 24 91 14 60 60 65 81 18 34 87 80 53 83 50 36 91 96 79 16 14 66 57 31 40 21 91 23 23 61 95 5 100 6 40 91 87 91 14 47 17 14 38 6 95 96 33 76 66 69 3 99 15 8 22 98 39 49 76 94 28 40 33 0 35 36 72 39 53 75 67 50 54 93 73 91 
24 28 71 37 99 49 94 17 93 48 98 91 86 13 52 27 27 72 31 4 39 7 13 38 34 9 23 35 66 84 13 4 21 73 80 78 34 14 44 81 67 72 10 59 92 36 17 0 31 91 94 15 80 19 75 87 51 44 70 91 68 57 45 31 9 52 16 16 79 66 66 41 14 14 87 75 92 17 35 16 0 76 69 45 1 98 65 55 84 46 20 38 34 89 34 37 14 100 71 3 
85 94 93 2 39 88 77 28 29 35 8 55 61 63 39 12 48 100 23 34 40 37 22 21 56 13 58 98 23 59 62 74 20 82 19 53 39 84 5 41 68 58 10 73 61 90 71 1 65 30 23 27 56 80 82 27 31 64 20 16 39 45 74 56 46 82 2 84 45 26 38 86 59 32 90 48 41 1 42 93 11 58 9 97 11 20 75 89 16 18 16 51 99 71 69 77 43 21 8 3 
36 14 52 15 15 75 71 4 44 23 34 4 1 25 95 100 53 20 90 88 70 4 55 62 62 83 5 92 40 24 64 32 26 79 85 73 65 42 31 94 53 52 3 26 5 21 39 42 19 65 96 16 25 35 64 14 99 25 57 78 8 70 68 19 51 20 71 21 6 97 73 57 0 56 19 98 38 58 77 22 25 40 45 64 34 29 93 7 98 99 93 48 34 82 93 75 24 94 87 57 
84 52 84 75 39 99 73 47 96 93 60 52 76 83 98 7 71 82 56 49 74 56 86 72 84 79 48 26 7 6 78 47 21 65 16 12 49 19 3 71 28 38 25 9 100 95 96 53 9 47 38 70 11 16 34 81 36 87 36 75 94 69 41 31 50 84 2 15 12 13 54 95 30 17 14 11 13 7 96 59 42 87 74 46 46 14 97 70 22 92 36 91 0 22 2 9 59 54 13 2 
72 82 60 65 65 53 34 95 48 21 84 82 17 5 23 75 18 75 12 56 24 63 9 7 25 62 21 64 37 39 50 93 66 81 8 26 31 15 0 98 12 86 54 91 53 22 45 26 8 100 60 47 82 85 6 86 38 38 24 88 10 68 62 35 92 74 74 95 26 69 34 11 28 86 36 35 67 40 18 72 26 28 16 28 57 20 64 53 12 37 58 48 95 53 100 77 14 40 58 36 
1 66 78 8 30 35 79 54 20 47 39 16 67 83 16 66 49 70 66 45 50 45 18 24 85 6 82 70 4 48 16 95 38 40 78 65 18 78 1 53 34 69 59 80 88 62 74 26 12 80 47 92 1 70 41 43 71 9 0 8 99 6 12 36 94 86 50 47 72 55 14 63 24 38 98 63 79 79 43 89 8 18 94 80 45 33 21 24 80 89 74 53 95 66 60 93 75 3 44 49 
61 92 14 70 97 49 27 50 81 56 5 22 83 34 75 24 82 80 23 18 29 95 28 93 71 43 18 36 57 8 85 89 28 80 0 87 28 66 59 87 47 48 74 75 33 5 95 91 48 0 81 29 93 49 72 77 0 83 38 63 83 57 9 40 14 51 29 58 52 6 57 62 1 43 4 9 58 18 77 47 91 16 22 10 99 31 4 38 86 91 46 15 37 51 93 14 60 78 10 41 
46 73 37 14 99 40 58 70 53 62 94 22 54 86 25 98 9 78 11 100 94 76 15 54 38 62 5 90 6 59 59 77 32 99 41 46 92 42 92 38 63 13 29 61 94 17 40 55 57 84 81 99 91 64 26 52 98 74 3 62 58 77 82 32 75 68 26 39 41 43 79 43 6 73 92 35 58 98 11 79 60 2 77 89 82 29 73 1 75 6 3 97 64 29 97 93 85 16 38 98 
10 61 50 32 27 23 21 44 92 27 16 15 94 79 26 19 32 20 43 1 88 16 95 28 57 51 99 60 78 66 74 10 45 75 86 80 4 84 31 34 9 17 27 36 31 11 88 8 59 23 39 59 37 91 40 1 29 32 81 52 37 29 2 28 62 29 87 34 84 63 67 9 10 31 28 50 61 40 6 34 48 99 45 32 58 94 64 37 91 93 39 85 10 62 41 11 99 82 98 21 
10 89 36 23 74 79 70 93 90 54 4 64 92 67 9 27 43 51 34 16 77 82 54 56 26 83 39 52 32 95 44 95 33 47 1 33 65 6 58 21 58 15 100 41 63 5 25 54 71 99 53 27 40 32 29 57 85 11 52 89 64 58 19 16 37 27 16 1 14 79 16 61 94 3 25 81 43 63 20 37 44 13 14 37 69 27 17 89 95 30 3 13 14 60 28 34 5 37 84 87 
82 5 40 66 5 98 100 48 94 3 59 27 96 98 27 82 7 40 49 84 50 60 47 5 4 55 23 3 28 94 10 8 31 1 88 67 79 8 88 69 56 20 86 38 73 5 24 69 82 43 17 72 12 87 91 53 99 96 62 6 29 63 22 39 81 67 12 82 48 75 47 17 42 60 66 94 80 1 34 72 89 76 39 100 53 61 90 56 25 93 10 50 54 65 27 99 23 11 17 48 
8 18 89 69 41 77 93 32 42 81 31 84 23 32 47 82 61 66 40 29 66 4 1 30 31 48 73 61 3 99 90 99 82 40 97 5 75 81 0 7 74 19 63 44 57 37 6 38 84 91 14 0 47 78 94 50 44 33 6 42 1 69 64 97 82 41 53 94 47 64 38 22 78 15 18 60 41 64 80 97 37 6 96 70 56 71 45 3 73 80 92 67 95 58 71 16 61 11 39 75 
30 29 13 95 91 100 45 49 50 71 92 56 64 17 68 81 52 66 50 56 28 12 3 29 33 44 84 70 89 13 46 92 45 83 28 3 89 70 79 24 41 76 5 34 39 73 73 51 43 24 74 83 0 82 45 31 72 46 13 87 98 28 35 77 52 68 16 94 16 4 54 69 68 4 94 62 55 12 99 100 33 32 93 45 7 72 59 49 26 59 69 29 92 72 36 20 17 24 14 21 
2 64 75 75 57 90 36 84 68 88 28 63 0 3 89 78 83 14 50 19 8 35 37 58 52 53 7 67 89 14 80 41 85 30 51 91 36 47 100 86 58 35 64 38 63 16 75 21 67 38 45 22 21 60 31 79 19 2 51 92 61 6 26 33 13 92 32 15 3 2 34 15 51 15 20 64 86 5 74 19 24 80 35 9 73 13 23 85 25 17 59 76 57 30 9 52 25 82 48 16 
