10 19 81 16 66 81 56 50 8 94 24 85 41 79 49 99 88 79 78 64 54 57 52 93 41 72 75 47 52 51 75 70 57 47 5 30 51 40 48 41 4 30 95 80 25 4 75 50 90 41 80 9 95 91 44 8 25 70 61 2 15 24 6 86 60 39 68 0 10 63 78 100 89 70 83 15 53 12 76 24 25 81 39 45 86 45 22 27 67 58 99 58 77 34 47 50 68 70 36 33 
39 50 25 80 79 89 30 84 9 88 89 35 61 81 54 49 58 37 12 18 33 67 42 58 77 60 76 15 78 63 6 24 54 50 77 80 15 90 100 11 40 46 90 51 73 30 59 46 80 58 25 84 49 35 64 80 94 85 37 76 74 75 21 92 17 81 80 46 51 9 30 55 18 7 16 82 2 14 0 25 96 97 78 28 99 53 34 53 26 46 12 95 87 33 47 85 1 52 33 50 
59 90 74 88 64 74 21 58 1 14 43 37 94 73 67 31 14 72 0 65 96 87 44 24 89 81 68 67 62 74 60 32 84 81 60 48 28 95 58 91 67 32 15 3 17 70 11 92 83 50 1 13 82 33 85 84 92 52 98 75 27 62 37 48 98 76 52 98 58 30 92 17 23 77 56 39 99 78 35 91 95 5 85 30 99 38 44 54 27 78 43 100 63 20 97 74 38 88 30 73 
59 51 89 90 61 21 58 11 22 3 1 30 13 36 55 46 15 75 71 5 65 83 66 68 70 79 70 19 53 82 9 15 8 27 78 8 91 18 50 57 64 12 42 5 55 90 11 61 71 97 100 55 64 41 28 96 21 20 45 58 56 15 72 58 100 96 17 100 97 89 69 90 49 10 11 47 82 88 25 80 46 42 40 25 62 71 54 29 49 27 42 73 0 11 29 79 93 97 16 58 
84 33 16 9 42 14 39 46 46 61 65 94 30 44 36 13 30 95 63 65 91 3 1 77 87 26 84 96 2 30 85 33 56 48 38 59 69 67 2 78 4 56 86 6 5 94 90 41 42 99 92 86 77 60 5 53 39 40 82 96 47 60 5 50 15 32 31 66 9 19 76 62 98 75 40 58 48 71 56 92 39 14 93 33 4 75 47 95 1 58 20 37 63 3 41 49 9 82 0 69 
29 79 28 27 52 90 46 84 27 36 83 63 75 17 38 86 23 89 50 18 54 7 89 45 31 94 53 5 3 23 60 57 28 25 53 58 49 86 68 37 71 40 95 61 59 100 100 67 7 87 88 30 24 69 100 18 74 41 0 58 36 1 49 88 0 58 12 19 10 77 70 97 30 4 37 99 10 33 45 74 9 25 100 27 96 74 91 20 34 56 56 90 77 71 64 48 29 85 24 49 
96 0 99 82 48 33 12 33 32 82 59 92 47 81 72 63 67 74 26 42 51 40 35 59 99 39 48 68 48 12 61 15 42 8 29 57 57 11 0 86 74 32 10 74 32 33 68 42 22 79 70 64 90 21 40 4 74 10 16 27 5 62 65 52 66 56 92 31 74 15 3 33 75 93 46 31 10 7 56 55 67 54 55 0 93 79 61 52 94 3 40 13 72 31 55 26 93 2 52 56 
80 55 72 46 3 80 18 7 51 94 50 48 97 71 18 93 60 76 59 98 29 43 58 98 73 90 15 87 39 8 16 89 94 7 15 100 21 39 99 46 0 83 30 48 32 91 14 87 9 73 93 99 15 18 81 58 83 26 2 29 94 10 15 44 8 100 97 49 50 97 100 1 97 52 12 28 54 20 14 41 78 11 84 97 42 11 38 41 87 23 81 24 27 57 89 72 11 89 45 35 
98 79 5 1 59 98 77 53 44 79 77 89 9 43 81 68 82 3 68 69 8 87 8 90 47 76 96 80 57 17 63 94 68 42 63 81 30 65 80 90 13 21 50 53 11 6 5 15 61 94 3 9 100 88 36 30 33 28 37 34 27 31 15 0 42 34 19 68 98 27 46 80 71 79 43 2 36 98 97 87 79 91 40 6 36 39 17 82 6 52 66 87 67 88 47 47 38 80 29 20 
78 77 75 27 33 39 88 29 17 34 50 63 31 82 56 66 77 69 88 12 82 27 74 90 60 24 41 87 66 22 18 8 27 1 95 57 26 68 20 58 59 92 34 27 46 35 78 11 100 8 42 53 41 77 8 29 52 7 22 70 9 59 59 31 9 11 53 17 4 88 0 0 82 19 100 7 90 77 39 86 18 50 62 46 74 0 11 40 83 100 73 95 74 98 4 24 30 5 56 49 
76 84 84 71 61 69 46 77 60 32 50 27 91 73 75 24 81 89 7 56 10 96 29 88 16 39 24 32 45 68 98 85 93 99 41 51 15 34 93 41 91 95 78 44 100 13 21 31 57 30 6 77 66 8 19 26 59 15 71 22 68 48 81 86 25 33 35 18 43 55 63 78 84 56 93 91 14 59 15 58 79 15 21 10 97 80 76 6 20 28 96 77 41 76 92 46 68 70 22 78 
2 73 84 82 33 0 61 26 56 74 31 32 100 77 56 83 38 9 32 98 12 47 24 91 76 99 93 69 6 23 43 66 83 14 79 70 74 18 74 19 13 68 90 92 8 19 89 36 22 78 79 5 92 41 33 58 10 81 22 99 49 72 31 79 0 53 88 20 20 16 16 27 98 44 69 38 59 32 0 98 10 24 43 38 69 31 59 54 81 60 45 56 2 56 6 61 18 67 56 49 
97 88 19 80 58 5 3 98 42 18 37 53 90 100 43 54 29 58 74 33 8 15 56 88 30 2 66 79 97 59 51 50 50 32 37 58 84 75 62 7 78 53 3 28 11 88 32 47 1 49 9 72 98 45 69 2 79 94 69 33 36 0 4 43 94 42 79 14 13 52 34 83 90 84 66 17 27 60 87 52 7 15 18 57 50 57 68 8 46 80 62 51 87 90 37 7 68 36 41 3 
36 53 82 51 28 80 61 30 74 25 12 7 22 67 65 8 65 57 83 58 60 71 40 60 86 78 48 3 8 46 32 17 27 78 90 94 67 61 6 10 89 96 61 65 4 57 57 19 84 36 88 56 87 67 86 82 44 55 82 98 36 61 4 38 98 71 51 65 58 21 86 98 15 99 0 65 43 80 84 63 54 71 55 44 69 94 58 33 78 74 84 36 33 26 68 63 65 89 67 78 
46 27 75 45 63 31 85 89 33 16 28 28 45 19 42 76 88 49 90 13 24 4 9 29 37 47 80 22 18 78 45 15 20 45 23 14 8 100 54 5 95 39 87 24 23 76 44 96 15 7 67 65 6 86 59 38 26 47 7 96 54 2 85 77 33 99 80 72 31 22 81 33 4 15 59 69 49 74 24 41 8 23 15 62 61 93 71 28 4 93 32 34 41 39 59 59 59 91 46 95 
80 65 100 27 83 44 92 50 67 37 34 70 27 8 35 90 98 77 87 63 27 63 77 91 99 88 5 16 2 72 13 41 15 72 44 39 66 1 3 83 34 22 30 96 23 5 20 22 60 53 56 60 46 4 52 56 77 61 82 63 21 53 46 30 6 4 89 10 67 78 9 24 98 99 32 42 81 80 58 82 44 85 87 83 70 10 5 67 56 39 41 68 39 29 16 50 50 15 15 96 
50 3 70 65 19 77 71 83 4 45 45 38 61 12 41 10 5 23 65 82 53 33 60 6 94 34 78 49 38 98 67 98 41 81 52 39 44 29 36 48 47 59 49 71 27 9 68 47 80 89 97 8 51 56 33 46 5 47 40 9 9 19 67 28 84 57 18 86 36 70 47 60 91 36 14 72 16 6 96 11 35 85 72 91 71 91 29 54 80 9 38 87 44 56 46 82 26 37 74 0 
87 4 92 100 21 24 68 1 26 21 5 95 71 60 19 1 64 91 30 13 41 60 6 98 72 49 39 80 87 95 14 63 29 60 87 62 54 61 90 48 17 22 92 21 58 96 77 93 93 82 93 49 52 84 0 2 21 2 10 42 55 21 55 49 90 75 80 58 82 49 7 71 26 30 15 74 10 57 82 67 20 10 95 65 77 78 98 7 89 76 77 98 34 61 40 88 84 65 91 22 
26 29 67 42 84 77 37 79 89 29 80 3 49 13 4 96 79 53 3 72 44 43 13 38 16 53 55 72 0 39 15 11 96 69 26 54 45 97 50 77 44 96 9 17 3 80 60 57 27 40 47 84 59 77 93 96 80 51 78 33 42 96 16 77 84 78 32 12 76 17 70 22 37 85 64 46 86 91 69 30 75 33 52 36 36 38 18 79 89 82 22 91 74 6 8 4 19 93 7 60 
34 41 41 42 43 71 4 81 62 81 88 35 54 71 53 67 29 70 2 7 3 75 73 8 1 5 80 14 20 17 84 98 85 14 46 19 99 36 7 3 61 26 25 21 37 7 61 39 34 2 47 65 32 9 68 5 61 70 47 30 44 20 71 74 35 9 11 47 15 10 4 75 79 52 22 88 84 94 95 97 95 21 22 69 7 99 90 81 16 63 16 73 15 69 50 48 11 0 22 86 
80 80 70 95 13 1 63 35 4 47 100 3 14 20 53 41 53 73 24 21 14 96 29 41 75 14 80 18 29 98 49 55 86 66 99 34 84 77 36 14 14 97 0 39 76 80 7 26 92 0 35 22 6 82 82 74 53 94 60 28 17 57 32 33 82 84 46 44 97 87 72 100 73 84 36 14 54 24 7 37 26 38 61 6 59 51 69 85 8 0 28 11 58 25 85 52 84 34 32 80 
15 38 44 23 34 89 55 68 14 80 16 77 86 71 46 60 1 65 6 34 94 23 6 32 30 82 62 57 39 2 52 65 31 38 38 26 34 52 19 72 48 45 64 46 58 2 22 13 66 42 44 52 90 47 82 5 70 51 85 26 8 95 67 31 89 7 81 33 5 41 59 41 34 2 33 67 48 87 69 4 42 39 68 57 70 92 45 50 55 45 50 75 97 83 36 65 73 23 72 25 
69 41 26 30 21 60 99 20 36 17 74 92 27 45 31 46 53 63 32 82 53 94 94 25 74 4 75 88 78 29 71 26 10 53 96 50 76 61 53 69 18 48 13 99 37 42 5 4 40 23 6 15 60 66 61 20 36 30 58 32 93 2 69 27 45 11 45 50 99 60 69 47 54 78 42 68 4 1 9 85 71 82 8 70 56 59 62 68 17 64 8 38 35 44 4 44 39 59 74 11 
25 75 19 44 66 94 67 66 47 22 87 74 41 21 21 76 87 93 55 87 24 65 52 50 33 45 3 26 44 34 18 37 55 69 17 23 19 1 45 68 72 3 48 16 39 69 13 74 47 30 26 57 38 51 54 78 35 92 16 59 86 35 85 5 97 46 35 45 74 3 13 95 10 12 28 84 49 76 1 12 47 35 68 98 7 6 55 49 56 4 99 61 26 8 95 61 76 83 100 99 
38 60 33 99 50 36 55 16 56 34 67 48 79 23 45 30 54 12 98 29 54 63 42 19 34 34 90 51 73 67 25 53 83 47 55 31 83 10 97 94 68 28 31 21 99 50 28 41 59 91 18 82 43 51 12 9 77 56 6 85 46 32 3 61 43 23 91 31 55 87 100 62 42 88 51 20 81 79 96 79 97 25 81 100 53 29 5 6 67 13 69 84 47 45 9 68 94 3 95 7 
30 56 30 50 48 6 9 64 65 94 88 38 74 46 6 55 29 82 13 0 78 39 52 98 67 60 50 99 81 45 78 68 4 40 40 36 41 84 89 69 27 74 14 100 63 54 49 66 71 8 17 55 38 68 67 75 89 41 46 90 75 53 19 2 4 39 14 63 31 67 90 94 16 47 99 48 38 78 58 65 80 52 7 80 83 99 71 96 83 95 75 86 56 57 27 7 51 71 47 78 
7 81 69 53 78 1 57 49 77 35 4 59 56 23 32 48 76 28 51 50 15 83 56 2 24 2 81 87 72 39 37 77 44 28 49 34 42 59 7 80 5 8 86 75 45 60 81 39 27 51 97 51 93 56 91 68 52 32 45 53 22 70 31 53 45 77 5 57 29 82 57 72 32 92 81 38 53 61 29 80 26 0 52 77 29 59 1 91 21 51 33 9 5 92 40 63 9 0 90 59 
35 35 26 77 54 26 54 8 7 7 20 51 61 5 4 61 21 36 11 85 40 69 7 36 31 16 48 67 19 44 31 58 57 3 20 70 98 83 99 63 81 86 0 55 0 47 90 14 49 29 30 23 95 43 54 48 59 15 49 8 38 46 79 4 20 2 37 98 92 72 88 32 97 66 77 68 40 70 41 98 50 44 95 43 14 30 26 41 30 56 0 15 0 44 30 0 0 86 47 93 
80 34 6 5 100 99 15 11 36 62 19 87 87 46 19 28 57 8 69 27 63 54 44 52 15 18 29 27 12 24 13 5 3 73 77 34 72 85 50 35 71 10 44 64 43 25 11 57 11 20 90 37 79 48 8 23 58 24 93 60 51 47 38 96 17 41 1 71 100 51 8 15 17 27 45 3 20 10 6 98 9 56 56 12 22 93 13 33 37 92 1 91 15 21 98 42 43 1 48 89 
58 87 54 28 36 78 74 10 56 49 77 77 89 74 56 69 51 32 6 53 70 79 68 35 71 49 71 72 11 12 9 41 41 23 20 5 80 77 6 80 34 68 37 61 13 81 47 79 82 89 43 74 94 31 78 84 1 87 25 80 64 4 7 81 52 99 64 42 6 27 93 78 88 53 95 46 40 90 72 24 37 7 91 42 47 3 40 57 10 8 43 79 70 81 48 47 30 51 21 75 
96 19 75 88 51 5 73 37 82 64 11 43 49 65 78 5 4 8 69 34 35 100 23 87 39 55 4 47 95 63 45 98 48 41 69 59 0 71 34 81 37 1 39 39 78 3 94 5 10 57 46 78 45 40 90 94 0 97 55 44 84 80 45 95 35 51 25 9 97 78 64 89 80 25 36 28 57 95 32 92 51 100 95 47 13 90 65 69 1 4 3 81 55 32 20 50 1 9 100 98 
30 23 85 54 39 88 22 16 0 17 66 91 74 99 38 59 83 13 87 95 47 73 6 13 70 8 52 52 26 80 60 3 18 29 8 43 64 93 0 86 4 23 42 81 50 81 99 38 87 17 44 44 90 85 86 68 60 47 8 3 27 72 81 14 44 6 81 64 50 4 65 77 60 22 0 14 59 53 85 11 54 13 85 64 87 11 7 92 46 30 52 98 60 83 40 98 3 13 43 60 
59 4 66 22 47 63 59 4 38 1 100 71 89 27 36 22 36 61 59 42 85 94 73 84 28 55 59 80 38 27 63 66 63 51 8 99 96 12 33 70 62 9 0 82 78 6 52 66 52 14 34 32 83 30 74 33 56 76 69 49 50 15 26 23 50 49 16 90 44 52 86 2 14 30 80 51 19 50 62 34 73 19 55 56 28 25 76 41 16 56 74 8 0 12 76 13 27 81 62 18 
55 71 46 90 70 9 48 11 36 88 20 29 33 75 59 9 82 44 0 37 48 43 11 2 80 44 74 27 75 1 4 37 92 91 45 53 27 72 1 53 99 96 49 79 52 60 63 12 19 73 23 5 21 3 24 0 21 54 78 38 68 85 35 50 4 67 41 86 22 61 78 29 44 33 46 9 44 47 73 69 5 47 14 20 63 93 34 15 25 16 89 30 90 42 31 52 51 62 14 0 
79 58 45 33 10 6 78 56 83 94 26 55 31 81 54 55 21 89 67 76 36 3 38 12 43 43 70 71 87 24 91 90 40 53 65 60 63 42 32 62 8 46 20 40 22 44 18 75 85 86 71 83 11 45 14 53 52 49 82 100 93 58 2 65 44 55 38 31 73 26 89 48 49 96 89 57 30 12 81 68 92 44 75 14 27 51 31 96 31 11 100 61 53 82 1 58 2 1 34 47 
10 95 100 17 35 32 65 33 2 10 6 56 93 99 9 28 83 23 34 8 64 97 42 96 11 17 81 15 20 15 46 0 27 88 11 76 32 22 41 39 73 33 43 44 57 76 23 61 39 14 78 58 77 35 56 100 72 12 66 26 50 31 16 23 54 62 7 33 49 82 12 15 88 88 52 29 12 49 36 18 10 44 67 30 62 39 54 50 57 97 31 37 97 16 56 96 25 17 70 69 
41 73 71 51 27 56 53 55 6 82 35 64 1 60 47 11 72 70 30 5 13 93 32 82 90 32 99 74 78 36 49 23 13 65 62 69 100 95 72 60 87 59 68 30 50 45 89 63 68 24 24 81 40 11 48 10 54 46 85 17 22 66 65 0 36 72 91 9 4 69 98 28 92 48 59 10 8 59 66 22 10 85 49 17 81 82 97 67 0 17 2 15 11 25 26 39 85 76 62 13 
38 100 19 30 43 27 18 13 65 90 52 10 81 90 69 81 0 47 19 77 85 37 56 50 82 26 66 30 41 20 7 64 1 9 33 46 35 63 66 46 12 91 57 3 54 24 73 92 11 15 89 69 77 47 14 46 64 13 14 40 53 86 90 69 47 81 99 38 100 64 88 39 22 34 83 11 62 93 36 65 50 26 35 79 53 47 34 45 66 50 50 20 95 54 10 45 44 55 78 35 
86 47 48 94 64 34 30 87 8 59 50 56 99 89 17 37 73 39 12 46 85 3 71 42 96 23 72 0 40 87 29 93 66 44 54 26 42 18 62 34 16 15 22 14 98 95 18 56 49 34 75 37 56 57 74 18 95 53 75 50 77 11 73 26 48 20 70 77 96 96 83 84 72 57 20 20 61 19 43 45 86 44 11 31 20 95 13 33 78 98 42 75 23 14 58 5 20 88 81 28 
99 96 51 90 77 69 97 18 49 72 76 64 74 16 71 44 12 10 57 95 33 75 67 98 64 78 4 42 41 22 4 76 39 29 71 49 72 47 3 47 8 67 34 14 59 2 65 97 73 43 86 84 15 14 88 56 25 100 87 1 69 4 84 34 91 42 94 65 28 12 86 74 76 38 66 91 97 85 31 25 79 58 12 78 53 0 60 84 23 5 78 29 46 3 65 65 43 88 21 98 
68 78 47 79 29 45 85 68 51 92 26 21 88 89 62 78 17 69 20 20 75 9 46 11 0 54 14 69 42 32 56 67 31 33 38 87 51 74 95 38 22 25 6 27 86 27 49 55 100 39 69 0 77 45 100 24 31 11 77 70 50 97 66 98 56 68 57 12 31 24 76 38 52 82 32 80 71 50 97 99 91 91 43 88 89 22 28 57 39 33 20 85 48 63 32 94 2 0 6 73 
